Period,Year,Quarter,Region,Category,Channel,Revenue,COGS,OpEx,Net Profit,Budget,Variance
Nov 2025,2025,Q4,"Europe","Enterprise Software","Partner Network",70946,17042,17066,36838,72117,-1171
Nov 2025,2025,Q4,"Europe","Cloud Services","Partner Network",82201,31023,18593,32585,84024,-1823
Nov 2025,2025,Q4,"Europe","Consumer Electronics","Partner Network",47633,34689,10875,2069,47619,14
Nov 2025,2025,Q4,"Europe","Accessories","Partner Network",24609,12577,5411,6621,22712,1897
Nov 2025,2025,Q4,"Asia-Pacific","Hardware","Enterprise Direct",38747,25180,7404,6163,41359,-2612
Nov 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Enterprise Direct",51225,12368,12564,26293,50528,697
Nov 2025,2025,Q4,"Asia-Pacific","Cloud Services","Enterprise Direct",60108,23064,12917,24127,63348,-3240
Nov 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Enterprise Direct",35383,25235,8499,1649,34813,570
Nov 2025,2025,Q4,"Asia-Pacific","Accessories","Enterprise Direct",16917,8914,3619,4384,16200,717
Nov 2025,2025,Q4,"Asia-Pacific","Hardware","Retail Stores",40960,26294,8360,6306,39622,1338
Nov 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Retail Stores",49704,12864,10326,26514,50764,-1060
Nov 2025,2025,Q4,"Asia-Pacific","Cloud Services","Retail Stores",64682,21582,14747,28353,60183,4499
Nov 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Retail Stores",29489,21546,5718,2225,27516,1973
Nov 2025,2025,Q4,"Asia-Pacific","Accessories","Retail Stores",18054,8399,3519,6136,18395,-341
Nov 2025,2025,Q4,"Asia-Pacific","Hardware","Online / E-Commerce",32348,19944,7346,5058,31780,568
Nov 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Online / E-Commerce",44822,12973,9566,22283,48268,-3446
Nov 2025,2025,Q4,"Asia-Pacific","Cloud Services","Online / E-Commerce",72754,24826,18104,29824,69648,3106
Nov 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",30380,23042,6197,1141,32547,-2167
Nov 2025,2025,Q4,"Asia-Pacific","Accessories","Online / E-Commerce",19863,9508,4901,5454,20363,-500
Nov 2025,2025,Q4,"Asia-Pacific","Hardware","Partner Network",34223,23465,7852,2906,33852,371
Nov 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Partner Network",58107,17001,12547,28559,59191,-1084
Nov 2025,2025,Q4,"Asia-Pacific","Cloud Services","Partner Network",73581,25354,16703,31524,70961,2620
Nov 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Partner Network",30774,22444,6359,1971,32321,-1547
Nov 2025,2025,Q4,"Asia-Pacific","Accessories","Partner Network",17967,8664,4291,5012,18107,-140
Nov 2025,2025,Q4,"Latin America","Hardware","Enterprise Direct",34717,23439,7739,3539,37465,-2748
Nov 2025,2025,Q4,"Latin America","Enterprise Software","Enterprise Direct",56084,15922,14003,26159,55370,714
Nov 2025,2025,Q4,"Latin America","Cloud Services","Enterprise Direct",71293,27774,15344,28175,65696,5597
Nov 2025,2025,Q4,"Latin America","Consumer Electronics","Enterprise Direct",36076,25745,6875,3456,34635,1441
Nov 2025,2025,Q4,"Latin America","Accessories","Enterprise Direct",16945,7807,3474,5664,17916,-971
Nov 2025,2025,Q4,"Latin America","Hardware","Retail Stores",31724,19987,7661,4076,33502,-1778
Nov 2025,2025,Q4,"Latin America","Enterprise Software","Retail Stores",47415,14635,11428,21352,45089,2326
Nov 2025,2025,Q4,"Latin America","Cloud Services","Retail Stores",77819,29418,15688,32713,80164,-2345
Nov 2025,2025,Q4,"Latin America","Consumer Electronics","Retail Stores",34715,24143,8030,2542,34173,542
Nov 2025,2025,Q4,"Latin America","Accessories","Retail Stores",15763,8119,3376,4268,14760,1003
Nov 2025,2025,Q4,"Latin America","Hardware","Online / E-Commerce",39302,25239,7709,6354,40028,-726
Nov 2025,2025,Q4,"Latin America","Enterprise Software","Online / E-Commerce",49752,12348,11290,26114,52473,-2721
Nov 2025,2025,Q4,"Latin America","Cloud Services","Online / E-Commerce",61885,22231,14884,24770,59391,2494
Nov 2025,2025,Q4,"Latin America","Consumer Electronics","Online / E-Commerce",32501,24290,6659,1552,30596,1905
Nov 2025,2025,Q4,"Latin America","Accessories","Online / E-Commerce",19140,9184,3790,6166,20000,-860
Nov 2025,2025,Q4,"Latin America","Hardware","Partner Network",34389,21345,8145,4899,32098,2291
Nov 2025,2025,Q4,"Latin America","Enterprise Software","Partner Network",45621,13799,8897,22925,42267,3354
Nov 2025,2025,Q4,"Latin America","Cloud Services","Partner Network",76185,24127,14660,37398,74485,1700
Nov 2025,2025,Q4,"Latin America","Consumer Electronics","Partner Network",27489,18782,5818,2889,26899,590
Nov 2025,2025,Q4,"Latin America","Accessories","Partner Network",14967,7316,3172,4479,14980,-13
Nov 2025,2025,Q4,"Middle East & Africa","Hardware","Enterprise Direct",35643,22786,7853,5004,33144,2499
Nov 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Enterprise Direct",49192,13795,9529,25868,49959,-767
Nov 2025,2025,Q4,"Middle East & Africa","Cloud Services","Enterprise Direct",70380,22166,15895,32319,70366,14
Nov 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Enterprise Direct",27284,19857,6000,1427,28563,-1279
Nov 2025,2025,Q4,"Middle East & Africa","Accessories","Enterprise Direct",17868,8932,4245,4691,18663,-795
Nov 2025,2025,Q4,"Middle East & Africa","Hardware","Retail Stores",37186,25042,8801,3343,35451,1735
Nov 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Retail Stores",55757,16852,11291,27614,58992,-3235
Nov 2025,2025,Q4,"Middle East & Africa","Cloud Services","Retail Stores",76128,24869,18404,32855,71804,4324
Nov 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Retail Stores",28665,21470,5696,1499,27042,1623
Nov 2025,2025,Q4,"Middle East & Africa","Accessories","Retail Stores",19248,9077,3826,6345,20270,-1022
Nov 2025,2025,Q4,"Middle East & Africa","Hardware","Online / E-Commerce",33238,20664,7974,4600,32382,856
Nov 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Online / E-Commerce",45814,14044,9637,22133,42627,3187
Nov 2025,2025,Q4,"Middle East & Africa","Cloud Services","Online / E-Commerce",77262,26047,14982,36233,74452,2810
Nov 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",29897,20486,6170,3241,31882,-1985
Nov 2025,2025,Q4,"Middle East & Africa","Accessories","Online / E-Commerce",15096,7273,3697,4126,15534,-438
Nov 2025,2025,Q4,"Middle East & Africa","Hardware","Partner Network",34663,23682,8003,2978,32271,2392
Nov 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Partner Network",57634,16975,11188,29471,62055,-4421
Nov 2025,2025,Q4,"Middle East & Africa","Cloud Services","Partner Network",74093,23377,18432,32284,72989,1104
Nov 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Partner Network",27350,20741,5864,745,25377,1973
Nov 2025,2025,Q4,"Middle East & Africa","Accessories","Partner Network",19857,9781,3831,6245,18578,1279
Dec 2025,2025,Q4,"North America","Hardware","Enterprise Direct",63282,38851,12393,12038,58769,4513
Dec 2025,2025,Q4,"North America","Enterprise Software","Enterprise Direct",77564,19220,14990,43354,81482,-3918
Dec 2025,2025,Q4,"North America","Cloud Services","Enterprise Direct",108114,33984,25833,48297,112814,-4700
Dec 2025,2025,Q4,"North America","Consumer Electronics","Enterprise Direct",47622,35491,11253,878,50816,-3194
Dec 2025,2025,Q4,"North America","Accessories","Enterprise Direct",33257,17351,8153,7753,30673,2584
Dec 2025,2025,Q4,"North America","Hardware","Retail Stores",70406,48125,13438,8843,68583,1823
Dec 2025,2025,Q4,"North America","Enterprise Software","Retail Stores",100974,24350,21234,55390,104519,-3545
Dec 2025,2025,Q4,"North America","Cloud Services","Retail Stores",105054,35409,24495,45150,100276,4778
Dec 2025,2025,Q4,"North America","Consumer Electronics","Retail Stores",52304,38577,10615,3112,48162,4142
Dec 2025,2025,Q4,"North America","Accessories","Retail Stores",32380,15454,6162,10764,32964,-584
Dec 2025,2025,Q4,"North America","Hardware","Online / E-Commerce",59549,36349,13504,9696,61831,-2282
Dec 2025,2025,Q4,"North America","Enterprise Software","Online / E-Commerce",76375,22074,17900,36401,71955,4420
Dec 2025,2025,Q4,"North America","Cloud Services","Online / E-Commerce",127127,46930,25209,54988,119874,7253
Dec 2025,2025,Q4,"North America","Consumer Electronics","Online / E-Commerce",58923,40719,11702,6502,58340,583
Dec 2025,2025,Q4,"North America","Accessories","Online / E-Commerce",27083,12769,5858,8456,26042,1041
Dec 2025,2025,Q4,"North America","Hardware","Partner Network",58136,37501,11952,8683,54524,3612
Dec 2025,2025,Q4,"North America","Enterprise Software","Partner Network",88028,22956,17315,47757,92462,-4434
Dec 2025,2025,Q4,"North America","Cloud Services","Partner Network",114106,36393,27259,50454,112383,1723
Dec 2025,2025,Q4,"North America","Consumer Electronics","Partner Network",48570,36194,10410,1966,48456,114
Dec 2025,2025,Q4,"North America","Accessories","Partner Network",33249,16373,7285,9591,33718,-469
Dec 2025,2025,Q4,"Europe","Hardware","Enterprise Direct",49702,32248,11197,6257,46363,3339
Dec 2025,2025,Q4,"Europe","Enterprise Software","Enterprise Direct",70162,20140,13668,36354,66750,3412
Dec 2025,2025,Q4,"Europe","Cloud Services","Enterprise Direct",99170,31379,20009,47782,93114,6056
Dec 2025,2025,Q4,"Europe","Consumer Electronics","Enterprise Direct",37753,26264,7441,4048,39278,-1525
Dec 2025,2025,Q4,"Europe","Accessories","Enterprise Direct",21693,10184,5101,6408,22325,-632
Dec 2025,2025,Q4,"Europe","Hardware","Retail Stores",45294,30356,10460,4478,48228,-2934
Dec 2025,2025,Q4,"Europe","Enterprise Software","Retail Stores",75810,22332,18520,34958,75478,332
Dec 2025,2025,Q4,"Europe","Cloud Services","Retail Stores",101899,38965,22250,40684,96847,5052
Dec 2025,2025,Q4,"Europe","Consumer Electronics","Retail Stores",48440,34771,9756,3913,48405,35
Dec 2025,2025,Q4,"Europe","Accessories","Retail Stores",23674,11250,5202,7222,23562,112
Dec 2025,2025,Q4,"Europe","Hardware","Online / E-Commerce",46395,30140,10125,6130,46649,-254
Dec 2025,2025,Q4,"Europe","Enterprise Software","Online / E-Commerce",70377,19539,15628,35210,74636,-4259
Dec 2025,2025,Q4,"Europe","Cloud Services","Online / E-Commerce",95761,33779,23241,38741,90491,5270
Dec 2025,2025,Q4,"Europe","Consumer Electronics","Online / E-Commerce",43637,32739,8700,2198,42984,653
Dec 2025,2025,Q4,"Europe","Accessories","Online / E-Commerce",26578,12558,5698,8322,25086,1492
Dec 2025,2025,Q4,"Europe","Hardware","Partner Network",45872,29474,9126,7272,45000,872
Dec 2025,2025,Q4,"Europe","Enterprise Software","Partner Network",68496,17257,14581,36658,71579,-3083
Dec 2025,2025,Q4,"Europe","Cloud Services","Partner Network",86448,29435,20477,36536,80613,5835
Dec 2025,2025,Q4,"Europe","Consumer Electronics","Partner Network",41653,30927,8109,2617,40111,1542
Dec 2025,2025,Q4,"Europe","Accessories","Partner Network",25884,12068,5335,8481,25674,210
Dec 2025,2025,Q4,"Asia-Pacific","Hardware","Enterprise Direct",32492,20518,7050,4924,34188,-1696
Dec 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Enterprise Direct",47696,13162,11427,23107,50949,-3253
Dec 2025,2025,Q4,"Asia-Pacific","Cloud Services","Enterprise Direct",69200,26026,16994,26180,69916,-716
Dec 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Enterprise Direct",34487,26007,7721,759,35906,-1419
Dec 2025,2025,Q4,"Asia-Pacific","Accessories","Enterprise Direct",19580,9891,4610,5079,18392,1188
Dec 2025,2025,Q4,"Asia-Pacific","Hardware","Retail Stores",37922,25430,7480,5012,39725,-1803
Dec 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Retail Stores",55208,13784,13130,28294,55908,-700
Dec 2025,2025,Q4,"Asia-Pacific","Cloud Services","Retail Stores",62274,23276,13996,25002,66522,-4248
Dec 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Retail Stores",34213,24850,8402,961,31658,2555
Dec 2025,2025,Q4,"Asia-Pacific","Accessories","Retail Stores",17773,9493,3412,4868,18110,-337
Dec 2025,2025,Q4,"Asia-Pacific","Hardware","Online / E-Commerce",41958,25706,9529,6723,42497,-539
Dec 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Online / E-Commerce",44076,12759,9909,21408,45767,-1691
Dec 2025,2025,Q4,"Asia-Pacific","Cloud Services","Online / E-Commerce",72763,25934,17055,29774,73043,-280
Dec 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",32170,23780,7124,1266,31552,618
Dec 2025,2025,Q4,"Asia-Pacific","Accessories","Online / E-Commerce",18609,9340,3960,5309,17598,1011
Dec 2025,2025,Q4,"Asia-Pacific","Hardware","Partner Network",37469,23995,7480,5994,37641,-172
Dec 2025,2025,Q4,"Asia-Pacific","Enterprise Software","Partner Network",49409,12492,10955,25962,51655,-2246
Dec 2025,2025,Q4,"Asia-Pacific","Cloud Services","Partner Network",63108,22232,14960,25916,62939,169
Dec 2025,2025,Q4,"Asia-Pacific","Consumer Electronics","Partner Network",31683,23532,6938,1213,32240,-557
Dec 2025,2025,Q4,"Asia-Pacific","Accessories","Partner Network",18840,9395,4269,5176,18886,-46
Dec 2025,2025,Q4,"Latin America","Hardware","Enterprise Direct",37013,24384,8177,4452,34420,2593
Dec 2025,2025,Q4,"Latin America","Enterprise Software","Enterprise Direct",52943,14889,10257,27797,51757,1186
Dec 2025,2025,Q4,"Latin America","Cloud Services","Enterprise Direct",70592,22235,14937,33420,65908,4684
Dec 2025,2025,Q4,"Latin America","Consumer Electronics","Enterprise Direct",27287,19341,5324,2622,25346,1941
Dec 2025,2025,Q4,"Latin America","Accessories","Enterprise Direct",16631,7764,3215,5652,15362,1269
Dec 2025,2025,Q4,"Latin America","Hardware","Retail Stores",32572,20013,6234,6325,30199,2373
Dec 2025,2025,Q4,"Latin America","Enterprise Software","Retail Stores",44417,10742,8558,25117,42453,1964
Dec 2025,2025,Q4,"Latin America","Cloud Services","Retail Stores",60210,18880,12248,29082,60488,-278
Dec 2025,2025,Q4,"Latin America","Consumer Electronics","Retail Stores",27123,18929,6014,2180,26868,255
Dec 2025,2025,Q4,"Latin America","Accessories","Retail Stores",15921,7997,3446,4478,16153,-232
Dec 2025,2025,Q4,"Latin America","Hardware","Online / E-Commerce",37522,24213,8460,4849,37373,149
Dec 2025,2025,Q4,"Latin America","Enterprise Software","Online / E-Commerce",50349,14464,11002,24883,48253,2096
Dec 2025,2025,Q4,"Latin America","Cloud Services","Online / E-Commerce",72184,25121,14754,32309,66991,5193
Dec 2025,2025,Q4,"Latin America","Consumer Electronics","Online / E-Commerce",31179,21800,6018,3361,29415,1764
Dec 2025,2025,Q4,"Latin America","Accessories","Online / E-Commerce",16005,7427,3182,5396,16813,-808
Dec 2025,2025,Q4,"Latin America","Hardware","Partner Network",32182,20008,7689,4485,32772,-590
Dec 2025,2025,Q4,"Latin America","Enterprise Software","Partner Network",45817,13985,10395,21437,44481,1336
Dec 2025,2025,Q4,"Latin America","Cloud Services","Partner Network",76919,27627,16081,33211,71523,5396
Dec 2025,2025,Q4,"Latin America","Consumer Electronics","Partner Network",32493,22921,6294,3278,30182,2311
Dec 2025,2025,Q4,"Latin America","Accessories","Partner Network",16411,7630,3173,5608,17625,-1214
Dec 2025,2025,Q4,"Middle East & Africa","Hardware","Enterprise Direct",32307,19851,8004,4452,32622,-315
Dec 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Enterprise Direct",44418,14080,9935,20403,41630,2788
Dec 2025,2025,Q4,"Middle East & Africa","Cloud Services","Enterprise Direct",80014,28395,15720,35899,76155,3859
Dec 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Enterprise Direct",31988,22028,6459,3501,30313,1675
Dec 2025,2025,Q4,"Middle East & Africa","Accessories","Enterprise Direct",15317,7289,3069,4959,16006,-689
Dec 2025,2025,Q4,"Middle East & Africa","Hardware","Retail Stores",33836,21107,8015,4714,33628,208
Dec 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Retail Stores",46220,13981,10062,22177,43635,2585
Dec 2025,2025,Q4,"Middle East & Africa","Cloud Services","Retail Stores",76193,26434,15164,34595,74930,1263
Dec 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Retail Stores",31052,21489,6638,2925,32806,-1754
Dec 2025,2025,Q4,"Middle East & Africa","Accessories","Retail Stores",15539,7641,3748,4150,14983,556
Dec 2025,2025,Q4,"Middle East & Africa","Hardware","Online / E-Commerce",36044,24446,7446,4152,34656,1388
Dec 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Online / E-Commerce",56681,14857,11651,30173,57039,-358
Dec 2025,2025,Q4,"Middle East & Africa","Cloud Services","Online / E-Commerce",65556,21682,14578,29296,70754,-5198
Dec 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",29145,21076,7278,791,27893,1252
Dec 2025,2025,Q4,"Middle East & Africa","Accessories","Online / E-Commerce",17566,9479,3582,4505,17891,-325
Dec 2025,2025,Q4,"Middle East & Africa","Hardware","Partner Network",42730,26857,9697,6176,45312,-2582
Dec 2025,2025,Q4,"Middle East & Africa","Enterprise Software","Partner Network",47126,13631,11435,22060,46759,367
Dec 2025,2025,Q4,"Middle East & Africa","Cloud Services","Partner Network",72702,27642,15782,29278,68467,4235
Dec 2025,2025,Q4,"Middle East & Africa","Consumer Electronics","Partner Network",34972,25044,6930,2998,34427,545
Dec 2025,2025,Q4,"Middle East & Africa","Accessories","Partner Network",17106,8055,3663,5388,17976,-870
